Session,Match Number,Venue,Date and Time,Winning Team,First Team,Second Team,Link
2011,MATCH 16,"DY Patil Stadium, NAVI MUMBAI","APR, SUN 17 , 4:00 pm IST",DELHI DAREDEVILS WON BY 3 WICKETS,Pune Warriors India 187/5 (20 OV),Delhi Daredevils 190/7 (19.2 OV ),https://www.iplt20.com/match/2011/10193
2011,MATCH 15,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, SAT 16 , 8:00 pm IST",PUNJAB KINGS WON BY 8 WICKETS,Deccan Chargers 165/8 (20 OV),Punjab Kings 166/2 (17.4 OV ),https://www.iplt20.com/match/2011/10192
2011,MATCH 14,"M. A. Chidambaram Stadium, Chennai","APR, SAT 16 , 4:00 pm IST",CHENNAI SUPER KINGS WON BY 21 RUNS,Chennai Super Kings 183/5 (20 OV),Royal Challengers Bangalore 162/7 (20 OV ),https://www.iplt20.com/match/2011/10191
2011,MATCH 13,"Wankhede Stadium, Mumbai","APR, FRI 15 , 8:00 pm IST",KOCHI TUSKERS KERALA WON BY 8 WICKETS,Mumbai Indians 182/2 (20 OV),Kochi Tuskers Kerala 184/2 (19 OV ),https://www.iplt20.com/match/2011/10190
2011,MATCH 12,"Sawai Mansingh Stadium, Jaipur","APR, FRI 15 , 4:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 9 WICKETS,Rajasthan Royals 159/4 (20 OV),Kolkata Knight Riders 160/1 (18.3 OV ),https://www.iplt20.com/match/2011/10189
2011,MATCH 11,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, THU 14 , 8:00 pm IST",DECCAN CHARGERS WON BY 33 RUNS,Deccan Chargers 175/5 (20 OV),Royal Challengers Bangalore 142/9 (20 OV ),https://www.iplt20.com/match/2011/10188
2011,MATCH 10,"DY Patil Stadium, NAVI MUMBAI","APR, WED 13 , 8:00 pm IST",PUNE WARRIORS INDIA WON BY 4 WICKETS,Pune Warriors India 151/6 (18.5 OV),Kochi Tuskers Kerala 148/8 (20 OV ),https://www.iplt20.com/match/2011/10187
2011,MATCH 9,"IS Bindra Stadium, Mohali","APR, WED 13 , 4:00 pm IST",PUNJAB KINGS WON BY 6 WICKETS,Punjab Kings 193/4 (19.1 OV),Chennai Super Kings 188/4 (20 OV ),https://www.iplt20.com/match/2011/10186
2011,MATCH 8,"M. Chinnaswamy Stadium, Bengaluru","APR, TUE 12 , 8:00 pm IST",MUMBAI INDIANS WON BY 9 WICKETS,Royal Challengers Bangalore 140/4 (20 OV),Mumbai Indians 143/1 (18.3 OV ),https://www.iplt20.com/match/2011/10185
2011,MATCH 7,"Sawai Mansingh Stadium, Jaipur","APR, TUE 12 , 4:00 pm IST",RAJASTHAN ROYALS WON BY 6 WICKETS,Rajasthan Royals 152/4 (18.3 OV),Delhi Daredevils 151/6 (20 OV ),https://www.iplt20.com/match/2011/10184
2011,MATCH 6,"Eden Gardens, Kolkata","APR, MON 11 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 9 RUNS,Kolkata Knight Riders 163/4 (20 OV),Deccan Chargers 154/8 (20 OV ),https://www.iplt20.com/match/2011/10183
2011,MATCH 5,"DY Patil Stadium, NAVI MUMBAI","APR, SUN 10 , 8:00 pm IST",PUNE WARRIORS INDIA WON BY 7 WICKETS,Pune Warriors India 113/3 (13.1 OV),Punjab Kings 112/8 (20 OV ),https://www.iplt20.com/match/2011/10182
2011,MATCH 4,"Arun Jaitley Stadium, Delhi","APR, SUN 10 , 4:00 pm IST",MUMBAI INDIANS WON BY 8 WICKETS,Delhi Daredevils 95 (17.4 OV),Mumbai Indians 99/2 (16.5 OV ),https://www.iplt20.com/match/2011/10181
2011,MATCH 3,"Jawaharlal Nehru Stadium, Kochi","APR, SAT 9 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 6 WICKETS,Kochi Tuskers Kerala 161/5 (20 OV),Royal Challengers Bangalore 162/4 (18.4 OV ),https://www.iplt20.com/match/2011/10180
2011,MATCH 2,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, SAT 9 , 4:00 pm IST",RAJASTHAN ROYALS WON BY 8 WICKETS,Deccan Chargers 137/8 (20 OV),Rajasthan Royals 141/2 (18.5 OV ),https://www.iplt20.com/match/2011/10179
2011,MATCH 1,"M. A. Chidambaram Stadium, Chennai","APR, FRI 8 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 2 RUNS,Chennai Super Kings 153/4 (20 OV),Kolkata Knight Riders 151/7 (20 OV ),https://www.iplt20.com/match/2011/10178
2012,MATCH 75,"M. A. Chidambaram Stadium, Chennai","MAY, SUN 27 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 5 WICKETS,Kolkata Knight Riders 192/5 (19.4 OV),Chennai Super Kings 190/3 (20 OV ),https://www.iplt20.com/match/2012/10326
2012,MATCH 74,"M. A. Chidambaram Stadium, Chennai","MAY, FRI 25 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 86 RUNS,Chennai Super Kings 222/5 (20 OV),Delhi Daredevils 136 (16.5 OV ),https://www.iplt20.com/match/2012/10325
2012,MATCH 73,"M. Chinnaswamy Stadium, Bengaluru","MAY, WED 23 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 38 RUNS,Mumbai Indians 149/9 (20 OV),Chennai Super Kings 187/5 (20 OV ),https://www.iplt20.com/match/2012/10324
2012,MATCH 72,Pune,"MAY, TUE 22 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 18 RUNS,Delhi Daredevils 144/8 (20 OV),Kolkata Knight Riders 162/4 (20 OV ),https://www.iplt20.com/match/2012/10323
2012,MATCH 71,"Sawai Mansingh Stadium, Jaipur","MAY, SUN 20 , 8:00 pm IST",MUMBAI INDIANS WON BY 10 WICKETS,Rajasthan Royals 162/6 (20 OV),Mumbai Indians 163/0 (18 OV ),https://www.iplt20.com/match/2012/10322
2012,MATCH 70,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, SUN 20 , 4:00 pm IST",DECCAN CHARGERS WON BY 9 RUNS,Deccan Chargers 132/7 (20 OV),Royal Challengers Bangalore 123/9 (20 OV ),https://www.iplt20.com/match/2012/10321
2012,MATCH 69,Pune,"MAY, SAT 19 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 34 RUNS,Pune Warriors India 102/8 (20 OV),Kolkata Knight Riders 136/4 (20 OV ),https://www.iplt20.com/match/2012/10320
2012,MATCH 68,"HPCA Stadium, Dharamsala","MAY, SAT 19 , 4:00 pm IST",DELHI DAREDEVILS WON BY 6 WICKETS,Punjab Kings 141/8 (20 OV),Delhi Daredevils 145/4 (18.2 OV ),https://www.iplt20.com/match/2012/10319
2012,MATCH 67,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, FRI 18 , 8:00 pm IST",DECCAN CHARGERS WON BY 5 WICKETS,Deccan Chargers 128/5 (18.4 OV),Rajasthan Royals 126/8 (20 OV ),https://www.iplt20.com/match/2012/10318
2012,MATCH 66,"Arun Jaitley Stadium, Delhi","MAY, THU 17 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 21 RUNS,Delhi Daredevils 194/9 (20 OV),Royal Challengers Bangalore 215/1 (20 OV ),https://www.iplt20.com/match/2012/10317
2012,MATCH 65,"HPCA Stadium, Dharamsala","MAY, THU 17 , 4:00 pm IST",PUNJAB KINGS WON BY 6 WICKETS,Punjab Kings 123/4 (16.3 OV),Chennai Super Kings 120/7 (20 OV ),https://www.iplt20.com/match/2012/10316
2012,MATCH 64,"Wankhede Stadium, Mumbai","MAY, WED 16 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 32 RUNS,Mumbai Indians 108 (19.1 OV),Kolkata Knight Riders 140/7 (20 OV ),https://www.iplt20.com/match/2012/10315
2012,MATCH 63,"Arun Jaitley Stadium, Delhi","MAY, TUE 15 , 8:00 pm IST",DELHI DAREDEVILS WON BY 5 WICKETS,Delhi Daredevils 140/5 (19 OV),Punjab Kings 136/8 (20 OV ),https://www.iplt20.com/match/2012/10314
2012,MATCH 62,"Eden Gardens, Kolkata","MAY, MON 14 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 5 WICKETS,Kolkata Knight Riders 158/6 (20 OV),Chennai Super Kings 160/5 (20 OV ),https://www.iplt20.com/match/2012/10313
2012,MATCH 61,"M. Chinnaswamy Stadium, Bengaluru","MAY, MON 14 , 4:00 pm IST",MUMBAI INDIANS WON BY 5 WICKETS,Royal Challengers Bangalore 171/6 (20 OV),Mumbai Indians 173/5 (19.4 OV ),https://www.iplt20.com/match/2012/10312
2012,MATCH 60,"IS Bindra Stadium, Mohali","MAY, SUN 13 , 8:00 pm IST",PUNJAB KINGS WON BY 4 WICKETS,Punjab Kings 194/6 (20 OV),Deccan Chargers 190/4 (20 OV ),https://www.iplt20.com/match/2012/10311
2012,MATCH 59,"Sawai Mansingh Stadium, Jaipur","MAY, SUN 13 , 4:00 pm IST",RAJASTHAN ROYALS WON BY 45 RUNS,Rajasthan Royals 170/4 (20 OV),Pune Warriors India 125/9 (20 OV ),https://www.iplt20.com/match/2012/10310
2012,MATCH 58,"M. A. Chidambaram Stadium, Chennai","MAY, SAT 12 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 9 WICKETS,Chennai Super Kings 115/1 (15.2 OV),Delhi Daredevils 114/5 (20 OV ),https://www.iplt20.com/match/2012/10309
2012,MATCH 57,"Eden Gardens, Kolkata","MAY, SAT 12 , 4:00 pm IST",MUMBAI INDIANS WON BY 27 RUNS,Kolkata Knight Riders 155/4 (20 OV),Mumbai Indians 182/1 (20 OV ),https://www.iplt20.com/match/2012/10308
2012,MATCH 56,Pune,"MAY, FRI 11 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 35 RUNS,Pune Warriors India 138/9 (20 OV),Royal Challengers Bangalore 173/3 (20 OV ),https://www.iplt20.com/match/2012/10307
2012,MATCH 55,"Sawai Mansingh Stadium, Jaipur","MAY, THU 10 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 4 WICKETS,Rajasthan Royals 126/6 (20 OV),Chennai Super Kings 127/6 (18.1 OV ),https://www.iplt20.com/match/2012/10306
2012,MATCH 54,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, THU 10 , 4:00 pm IST",DELHI DAREDEVILS WON BY 9 WICKETS,Deccan Chargers 187/4 (20 OV),Delhi Daredevils 193/1 (16.4 OV ),https://www.iplt20.com/match/2012/10305
2012,MATCH 53,"Wankhede Stadium, Mumbai","MAY, WED 9 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 9 WICKETS,Mumbai Indians 141/6 (20 OV),Royal Challengers Bangalore 142/1 (18 OV ),https://www.iplt20.com/match/2012/10304
2012,MATCH 52,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, TUE 8 , 8:00 pm IST",PUNJAB KINGS WON BY 25 RUNS,Deccan Chargers 145/8 (20 OV),Punjab Kings 170/5 (20 OV ),https://www.iplt20.com/match/2012/10303
2012,MATCH 51,Pune,"MAY, TUE 8 , 4:00 pm IST",RAJASTHAN ROYALS WON BY 7 WICKETS,Pune Warriors India 125/6 (20 OV),Rajasthan Royals 126/3 (16.2 OV ),https://www.iplt20.com/match/2012/10302
2012,MATCH 50,"Arun Jaitley Stadium, Delhi","MAY, MON 7 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 6 WICKETS,Delhi Daredevils 153/9 (20 OV),Kolkata Knight Riders 154/4 (18.4 OV ),https://www.iplt20.com/match/2012/10301
2012,MATCH 49,"M. Chinnaswamy Stadium, Bengaluru","MAY, SUN 6 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 5 WICKETS,Royal Challengers Bangalore 185/5 (18.5 OV),Deccan Chargers 181/2 (20 OV ),https://www.iplt20.com/match/2012/10300
2012,MATCH 48,"Wankhede Stadium, Mumbai","MAY, SUN 6 , 4:00 pm IST",MUMBAI INDIANS WON BY 2 WICKETS,Mumbai Indians 174/8 (20 OV),Chennai Super Kings 173/8 (20 OV ),https://www.iplt20.com/match/2012/10299
2012,MATCH 47,"IS Bindra Stadium, Mohali","MAY, SAT 5 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 43 RUNS,Punjab Kings 134/8 (20 OV),Rajasthan Royals 177/6 (20 OV ),https://www.iplt20.com/match/2012/10298
2012,MATCH 46,"Eden Gardens, Kolkata","MAY, SAT 5 , 4:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 7 RUNS,Kolkata Knight Riders 150/5 (20 OV),Pune Warriors India 143/8 (20 OV ),https://www.iplt20.com/match/2012/10297
2012,MATCH 45,"M. A. Chidambaram Stadium, Chennai","MAY, FRI 4 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 10 RUNS,Chennai Super Kings 160/6 (20 OV),Deccan Chargers 150/5 (20 OV ),https://www.iplt20.com/match/2012/10296
2012,MATCH 44,Pune,"MAY, THU 3 , 8:00 pm IST",MUMBAI INDIANS WON BY 1 RUN,Pune Warriors India 119/6 (20 OV),Mumbai Indians 120/9 (20 OV ),https://www.iplt20.com/match/2012/10295
2012,MATCH 43,"M. Chinnaswamy Stadium, Bengaluru","MAY, WED 2 , 8:00 pm IST",PUNJAB KINGS WON BY 4 WICKETS,Royal Challengers Bangalore 158/5 (20 OV),Punjab Kings 163/6 (19.5 OV ),https://www.iplt20.com/match/2012/10294
2012,MATCH 42,"Sawai Mansingh Stadium, Jaipur","MAY, TUE 1 , 8:00 pm IST",DELHI DAREDEVILS WON BY 6 WICKETS,Rajasthan Royals 141/6 (20 OV),Delhi Daredevils 144/4 (15.2 OV ),https://www.iplt20.com/match/2012/10293
2012,MATCH 41,"Barabati Stadium, Cuttack","MAY, TUE 1 , 4:00 pm IST",DECCAN CHARGERS WON BY 13 RUNS,Deccan Chargers 186/4 (20 OV),Pune Warriors India 173/5 (20 OV ),https://www.iplt20.com/match/2012/10292
2012,MATCH 40,"M. A. Chidambaram Stadium, Chennai","APR, MON 30 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 5 WICKETS,Chennai Super Kings 139/5 (20 OV),Kolkata Knight Riders 140/5 (19.4 OV ),https://www.iplt20.com/match/2012/10291
2012,MATCH 39,"Wankhede Stadium, Mumbai","APR, SUN 29 , 8:00 pm IST",MUMBAI INDIANS WON BY 5 WICKETS,Mumbai Indians 101/5 (18.1 OV),Deccan Chargers 100 (18.4 OV ),https://www.iplt20.com/match/2012/10290
2012,MATCH 38,"Arun Jaitley Stadium, Delhi","APR, SUN 29 , 4:00 pm IST",DELHI DAREDEVILS WON BY 1 RUN,Delhi Daredevils 152/6 (20 OV),Rajasthan Royals 151/3 (20 OV ),https://www.iplt20.com/match/2012/10289
2012,MATCH 37,"Eden Gardens, Kolkata","APR, SAT 28 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 47 RUNS,Kolkata Knight Riders 190/4 (20 OV),Royal Challengers Bangalore 143/6 (20 OV ),https://www.iplt20.com/match/2012/10288
2012,MATCH 36,"M. A. Chidambaram Stadium, Chennai","APR, SAT 28 , 4:00 pm IST",PUNJAB KINGS WON BY 7 RUNS,Chennai Super Kings 149/8 (20 OV),Punjab Kings 156/8 (20 OV ),https://www.iplt20.com/match/2012/10287
2012,MATCH 35,"Arun Jaitley Stadium, Delhi","APR, FRI 27 , 8:00 pm IST",DELHI DAREDEVILS WON BY 37 RUNS,Delhi Daredevils 207/5 (20 OV),Mumbai Indians 170/9 (20 OV ),https://www.iplt20.com/match/2012/10286
2012,MATCH 34,Pune,"APR, THU 26 , 8:00 pm IST",DECCAN CHARGERS WON BY 18 RUNS,Pune Warriors India 159/7 (20 OV),Deccan Chargers 177/4 (20 OV ),https://www.iplt20.com/match/2012/10285
2012,MATCH 33,"M. Chinnaswamy Stadium, Bengaluru","APR, WED 25 , 8:00 pm IST",MATCH ABANDONED WITHOUT A BALL BOWLED,Royal Challengers Bangalore,Chennai Super Kings,https://www.iplt20.com/match/2012/10284
2012,MATCH 32,"IS Bindra Stadium, Mohali","APR, WED 25 , 4:00 pm IST",MUMBAI INDIANS WON BY 4 WICKETS,Punjab Kings 168/3 (20 OV),Mumbai Indians 171/6 (19.5 OV ),https://www.iplt20.com/match/2012/10283
2012,MATCH 31,"Eden Gardens, Kolkata","APR, TUE 24 , 8:00 pm IST",MATCH ABANDONED WITHOUT A BALL BOWLED,Kolkata Knight Riders,Deccan Chargers,https://www.iplt20.com/match/2012/10282
2012,MATCH 30,Pune,"APR, TUE 24 , 4:00 pm IST",DELHI DAREDEVILS WON BY 8 WICKETS,Pune Warriors India 146/2 (20 OV),Delhi Daredevils 148/2 (16 OV ),https://www.iplt20.com/match/2012/10281
2012,MATCH 29,"Sawai Mansingh Stadium, Jaipur","APR, MON 23 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 46 RUNS,Rajasthan Royals 143/7 (20 OV),Royal Challengers Bangalore 189/3 (20 OV ),https://www.iplt20.com/match/2012/10280
2012,MATCH 28,"Barabati Stadium, Cuttack","APR, SUN 22 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 5 WICKETS,Deccan Chargers 126/7 (20 OV),Kolkata Knight Riders 127/5 (19 OV ),https://www.iplt20.com/match/2012/10279
2012,MATCH 27,"Wankhede Stadium, Mumbai","APR, SUN 22 , 4:00 pm IST",PUNJAB KINGS WON BY 6 WICKETS,Mumbai Indians 163/6 (20 OV),Punjab Kings 164/4 (19.3 OV ),https://www.iplt20.com/match/2012/10278
2012,MATCH 26,"Arun Jaitley Stadium, Delhi","APR, SAT 21 , 8:00 pm IST",PUNE WARRIORS INDIA WON BY 20 RUNS,Delhi Daredevils 172/7 (20 OV),Pune Warriors India 192/3 (20 OV ),https://www.iplt20.com/match/2012/10277
2012,MATCH 25,"M. A. Chidambaram Stadium, Chennai","APR, SAT 21 , 4:00 pm IST",CHENNAI SUPER KINGS WON BY 7 WICKETS,Chennai Super Kings 147/3 (20 OV),Rajasthan Royals 146/4 (20 OV ),https://www.iplt20.com/match/2012/10276
2012,MATCH 24,"IS Bindra Stadium, Mohali","APR, FRI 20 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 5 WICKETS,Punjab Kings 163/6 (20 OV),Royal Challengers Bangalore 166/5 (19.3 OV ),https://www.iplt20.com/match/2012/10275
2012,MATCH 23,"Arun Jaitley Stadium, Delhi","APR, THU 19 , 4:00 pm IST",DELHI DAREDEVILS WON BY 5 WICKETS,Delhi Daredevils 162/5 (19.1 OV),Deccan Chargers 157/8 (20 OV ),https://www.iplt20.com/match/2012/10274
2012,MATCH 22,"IS Bindra Stadium, Mohali","APR, WED 18 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 8 WICKETS,Punjab Kings 124/7 (20 OV),Kolkata Knight Riders 127/2 (16.3 OV ),https://www.iplt20.com/match/2012/10273
2012,MATCH 21,"M. Chinnaswamy Stadium, Bengaluru","APR, TUE 17 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 6 WICKETS,Royal Challengers Bangalore 186/4 (20 OV),Pune Warriors India 182/6 (20 OV ),https://www.iplt20.com/match/2012/10272
2012,MATCH 20,"Sawai Mansingh Stadium, Jaipur","APR, TUE 17 , 4:00 pm IST",RAJASTHAN ROYALS WON BY 5 WICKETS,Rajasthan Royals 197/5 (19.4 OV),Deccan Chargers 196/2 (20 OV ),https://www.iplt20.com/match/2012/10271
2012,MATCH 19,"Wankhede Stadium, Mumbai","APR, MON 16 , 8:00 pm IST",DELHI DAREDEVILS WON BY 7 WICKETS,Mumbai Indians 92 (19.2 OV),Delhi Daredevils 93/3 (14.5 OV ),https://www.iplt20.com/match/2012/10270
2012,MATCH 18,"M. Chinnaswamy Stadium, Bengaluru","APR, SUN 15 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 59 RUNS,Royal Challengers Bangalore 136 (19.5 OV),Rajasthan Royals 195/2 (20 OV ),https://www.iplt20.com/match/2012/10269
2012,MATCH 17,"Eden Gardens, Kolkata","APR, SUN 15 , 4:00 pm IST",PUNJAB KINGS WON BY 2 RUNS,Kolkata Knight Riders 132/7 (20 OV),Punjab Kings 134/9 (20 OV ),https://www.iplt20.com/match/2012/10268
2012,MATCH 16,Pune,"APR, SAT 14 , 8:00 pm IST",PUNE WARRIORS INDIA WON BY 7 WICKETS,Pune Warriors India 156/3 (19.2 OV),Chennai Super Kings 155/5 (20 OV ),https://www.iplt20.com/match/2012/10267
2012,MATCH 15,"Eden Gardens, Kolkata","APR, FRI 13 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 5 WICKETS,Kolkata Knight Riders 137/5 (19.2 OV),Rajasthan Royals 131/5 (20 OV ),https://www.iplt20.com/match/2012/10266
2012,MATCH 14,"IS Bindra Stadium, Mohali","APR, THU 12 , 8:00 pm IST",PUNJAB KINGS WON BY 7 WICKETS,Punjab Kings 116/3 (17.4 OV),Pune Warriors India 115 (19 OV ),https://www.iplt20.com/match/2012/10265
2012,MATCH 13,"M. A. Chidambaram Stadium, Chennai","APR, THU 12 , 4:00 pm IST",CHENNAI SUPER KINGS WON BY 5 WICKETS,Chennai Super Kings 208/5 (20 OV),Royal Challengers Bangalore 205/8 (20 OV ),https://www.iplt20.com/match/2012/10264
2012,MATCH 12,"Wankhede Stadium, Mumbai","APR, WED 11 , 8:00 pm IST",MUMBAI INDIANS WON BY 27 RUNS,Mumbai Indians 197/6 (20 OV),Rajasthan Royals 170 (19.4 OV ),https://www.iplt20.com/match/2012/10263
2012,MATCH 11,"Arun Jaitley Stadium, Delhi","APR, TUE 10 , 8:00 pm IST",DELHI DAREDEVILS WON BY 8 WICKETS,Delhi Daredevils 111/2 (13.2 OV),Chennai Super Kings 110/8 (20 OV ),https://www.iplt20.com/match/2012/10262
2012,MATCH 10,"M. Chinnaswamy Stadium, Bengaluru","APR, TUE 10 , 4:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 42 RUNS,Royal Challengers Bangalore 123/9 (20 OV),Kolkata Knight Riders 165/8 (20 OV ),https://www.iplt20.com/match/2012/10261
2012,MATCH 9,"ACA-VDCA Stadium, Visakhapatnam","APR, MON 9 , 8:00 pm IST",MUMBAI INDIANS WON BY 5 WICKETS,Deccan Chargers 138/9 (20 OV),Mumbai Indians 142/5 (20 OV ),https://www.iplt20.com/match/2012/10260
2012,MATCH 8,Pune,"APR, SUN 8 , 8:00 pm IST",PUNE WARRIORS INDIA WON BY 22 RUNS,Pune Warriors India 166/6 (20 OV),Punjab Kings 144/8 (20 OV ),https://www.iplt20.com/match/2012/10259
2012,MATCH 7,"Sawai Mansingh Stadium, Jaipur","APR, SUN 8 , 4:00 pm IST",RAJASTHAN ROYALS WON BY 22 RUNS,Rajasthan Royals 164/5 (20 OV),Kolkata Knight Riders 142 (20 OV ),https://www.iplt20.com/match/2012/10258
2012,MATCH 6,"ACA-VDCA Stadium, Visakhapatnam","APR, SAT 7 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 74 RUNS,Deccan Chargers 119 (17.1 OV),Chennai Super Kings 193/6 (20 OV ),https://www.iplt20.com/match/2012/10257
2012,MATCH 5,"M. Chinnaswamy Stadium, Bengaluru","APR, SAT 7 , 4:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 20 RUNS,Royal Challengers Bangalore 157/8 (20 OV),Delhi Daredevils 137/7 (20 OV ),https://www.iplt20.com/match/2012/10256
2012,MATCH 4,"Sawai Mansingh Stadium, Jaipur","APR, FRI 6 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 31 RUNS,Rajasthan Royals 191/4 (20 OV),Punjab Kings 160/9 (20 OV ),https://www.iplt20.com/match/2012/10255
2012,MATCH 3,"Wankhede Stadium, Mumbai","APR, FRI 6 , 4:00 pm IST",PUNE WARRIORS INDIA WON BY 28 RUNS,Mumbai Indians 101/9 (20 OV),Pune Warriors India 129/9 (20 OV ),https://www.iplt20.com/match/2012/10254
2012,MATCH 2,"Eden Gardens, Kolkata","APR, THU 5 , 8:00 pm IST",DELHI DAREDEVILS WON BY 8 WICKETS,Kolkata Knight Riders 97/9 (12 OV),Delhi Daredevils 100/2 (11.1 OV ),https://www.iplt20.com/match/2012/10253
2012,MATCH 1,"M. A. Chidambaram Stadium, Chennai","APR, WED 4 , 8:00 pm IST",MUMBAI INDIANS WON BY 8 WICKETS,Chennai Super Kings 112 (19.5 OV),Mumbai Indians 115/2 (16.5 OV ),https://www.iplt20.com/match/2012/10252
2013,MATCH 76,"Eden Gardens, Kolkata","MAY, SUN 26 , 8:00 pm IST",MUMBAI INDIANS WON BY 23 RUNS,Chennai Super Kings 125/9 (20 OV),Mumbai Indians 148/9 (20 OV ),https://www.iplt20.com/match/2013/10402
2013,MATCH 75,"Eden Gardens, Kolkata","MAY, FRI 24 , 8:00 pm IST",MUMBAI INDIANS WON BY 4 WICKETS,Rajasthan Royals 165/6 (20 OV),Mumbai Indians 169/6 (19.5 OV ),https://www.iplt20.com/match/2013/10401
2013,MATCH 74,"Arun Jaitley Stadium, Delhi","MAY, WED 22 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 4 WICKETS,Rajasthan Royals 135/6 (19.2 OV),Sunrisers Hyderabad 132/7 (20 OV ),https://www.iplt20.com/match/2013/10400
2013,MATCH 73,"Arun Jaitley Stadium, Delhi","MAY, TUE 21 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 48 RUNS,Chennai Super Kings 192/1 (20 OV),Mumbai Indians 144 (18.4 OV ),https://www.iplt20.com/match/2013/10399
2013,MATCH 72,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, SUN 19 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 5 WICKETS,Sunrisers Hyderabad 132/5 (18.5 OV),Kolkata Knight Riders 130/7 (20 OV ),https://www.iplt20.com/match/2013/10398
2013,MATCH 71,Pune,"MAY, SUN 19 , 4:00 pm IST",PUNE WARRIORS INDIA WON BY 38 RUNS,Pune Warriors India 172/5 (20 OV),Delhi Daredevils 134/9 (20 OV ),https://www.iplt20.com/match/2013/10397
2013,MATCH 70,"M. Chinnaswamy Stadium, Bengaluru","MAY, SAT 18 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 24 RUNS,Royal Challengers Bangalore 106/2 (8 OV),Chennai Super Kings 82/6 (8 OV ),https://www.iplt20.com/match/2013/10396
2013,MATCH 69,"HPCA Stadium, Dharamsala","MAY, SAT 18 , 4:00 pm IST",PUNJAB KINGS WON BY 50 RUNS,Punjab Kings 183/8 (20 OV),Mumbai Indians 133/9 (19.1 OV ),https://www.iplt20.com/match/2013/10395
2013,MATCH 68,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, FRI 17 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 23 RUNS,Sunrisers Hyderabad 136/9 (20 OV),Rajasthan Royals 113/9 (20 OV ),https://www.iplt20.com/match/2013/10394
2013,MATCH 67,"HPCA Stadium, Dharamsala","MAY, THU 16 , 8:00 pm IST",PUNJAB KINGS WON BY 7 RUNS,Punjab Kings 171/4 (20 OV),Delhi Daredevils 164/7 (20 OV ),https://www.iplt20.com/match/2013/10393
2013,MATCH 66,"Wankhede Stadium, Mumbai","MAY, WED 15 , 8:00 pm IST",MUMBAI INDIANS WON BY 14 RUNS,Mumbai Indians 166/8 (20 OV),Rajasthan Royals 152/7 (20 OV ),https://www.iplt20.com/match/2013/10392
