Session,Match Number,Venue,Date and Time,Winning Team,First Team,Second Team,Link
2018,MATCH 15,"Sawai Mansingh Stadium, Jaipur","APR, WED 18 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 7 WICKETS,Rajasthan Royals 160/8 (20 OV),Kolkata Knight Riders 163/3 (18.5 OV ),https://www.iplt20.com/match/2018/10657
2018,MATCH 14,"Wankhede Stadium, Mumbai","APR, TUE 17 , 8:00 pm IST",MUMBAI INDIANS WON BY 46 RUNS,Mumbai Indians 213/6 (20 OV),Royal Challengers Bangalore 167/8 (20 OV ),https://www.iplt20.com/match/2018/10656
2018,MATCH 13,"Eden Gardens, Kolkata","APR, MON 16 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 71 RUNS,Kolkata Knight Riders 200/9 (20 OV),Delhi Daredevils 129 (14.2 OV ),https://www.iplt20.com/match/2018/10655
2018,MATCH 12,"IS Bindra Stadium, Mohali","APR, SUN 15 , 8:00 pm IST",PUNJAB KINGS WON BY 4 RUNS,Punjab Kings 197/7 (20 OV),Chennai Super Kings 193/5 (20 OV ),https://www.iplt20.com/match/2018/10654
2018,MATCH 11,"M. Chinnaswamy Stadium, Bengaluru","APR, SUN 15 , 4:00 pm IST",RAJASTHAN ROYALS WON BY 19 RUNS,Royal Challengers Bangalore 198/6 (20 OV),Rajasthan Royals 217/4 (20 OV ),https://www.iplt20.com/match/2018/10653
2018,MATCH 10,"Eden Gardens, Kolkata","APR, SAT 14 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 5 WICKETS,Kolkata Knight Riders 138/8 (20 OV),Sunrisers Hyderabad 139/5 (19 OV ),https://www.iplt20.com/match/2018/10652
2018,MATCH 9,"Wankhede Stadium, Mumbai","APR, SAT 14 , 4:00 pm IST",DELHI DAREDEVILS WON BY 7 WICKETS,Mumbai Indians 194/7 (20 OV),Delhi Daredevils 195/3 (20 OV ),https://www.iplt20.com/match/2018/10651
2018,MATCH 8,"M. Chinnaswamy Stadium, Bengaluru","APR, FRI 13 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 4 WICKETS,Royal Challengers Bangalore 159/6 (19.3 OV),Punjab Kings 155 (19.2 OV ),https://www.iplt20.com/match/2018/10650
2018,MATCH 7,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, THU 12 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 1 WICKET,Sunrisers Hyderabad 151/9 (20 OV),Mumbai Indians 147/8 (20 OV ),https://www.iplt20.com/match/2018/10649
2018,MATCH 6,"Sawai Mansingh Stadium, Jaipur","APR, WED 11 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 10 RUNS (DLS METHOD),Rajasthan Royals 153/5 (17.5 OV),Delhi Daredevils 60/4 (6 OV ),https://www.iplt20.com/match/2018/10648
2018,MATCH 5,"M. A. Chidambaram Stadium, Chennai","APR, TUE 10 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 5 WICKETS,Chennai Super Kings 205/5 (19.5 OV),Kolkata Knight Riders 202/6 (20 OV ),https://www.iplt20.com/match/2018/10647
2018,MATCH 4,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, MON 9 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 9 WICKETS,Sunrisers Hyderabad 127/1 (15.5 OV),Rajasthan Royals 125/9 (20 OV ),https://www.iplt20.com/match/2018/10646
2018,MATCH 3,"Eden Gardens, Kolkata","APR, SUN 8 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 4 WICKETS,Kolkata Knight Riders 177/6 (18.5 OV),Royal Challengers Bangalore 176/7 (20 OV ),https://www.iplt20.com/match/2018/10645
2018,MATCH 2,"IS Bindra Stadium, Mohali","APR, SUN 8 , 4:00 pm IST",PUNJAB KINGS WON BY 6 WICKETS,Punjab Kings 167/4 (18.5 OV),Delhi Daredevils 166/7 (20 OV ),https://www.iplt20.com/match/2018/10644
2018,MATCH 1,"Wankhede Stadium, Mumbai","APR, SAT 7 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 1 WICKET,Mumbai Indians 165/4 (20 OV),Chennai Super Kings 169/9 (19.5 OV ),https://www.iplt20.com/match/2018/10643
2019,MATCH 60,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, SUN 12 , 7:30 pm IST",MUMBAI INDIANS WON BY 1 RUN,Mumbai Indians 149/8 (20 OV),Chennai Super Kings 148/7 (20 OV ),https://www.iplt20.com/match/2019/10767
2019,MATCH 59,"ACA-VDCA Stadium, Visakhapatnam","MAY, FRI 10 , 7:30 pm IST",CHENNAI SUPER KINGS WON BY 6 WICKETS,Chennai Super Kings 151/4 (19 OV),Delhi Capitals 147/9 (20 OV ),https://www.iplt20.com/match/2019/10765
2019,MATCH 58,"ACA-VDCA Stadium, Visakhapatnam","MAY, WED 8 , 7:30 pm IST",DELHI CAPITALS WON BY 2 WICKETS,Delhi Capitals 165/8 (19.5 OV),Sunrisers Hyderabad 162/8 (20 OV ),https://www.iplt20.com/match/2019/10763
2019,MATCH 57,"M. A. Chidambaram Stadium, Chennai","MAY, TUE 7 , 7:30 pm IST",MUMBAI INDIANS WON BY 6 WICKETS,Mumbai Indians 132/4 (18.3 OV),Chennai Super Kings 131/4 (20 OV ),https://www.iplt20.com/match/2019/10761
2019,MATCH 56,"Wankhede Stadium, Mumbai","MAY, SUN 5 , 8:00 pm IST",MUMBAI INDIANS WON BY 9 WICKETS,Mumbai Indians 134/1 (16.1 OV),Kolkata Knight Riders 133/7 (20 OV ),https://www.iplt20.com/match/2019/10759
2019,MATCH 55,"IS Bindra Stadium, Mohali","MAY, SUN 5 , 4:00 pm IST",PUNJAB KINGS WON BY 6 WICKETS,Punjab Kings 173/4 (18 OV),Chennai Super Kings 170/5 (20 OV ),https://www.iplt20.com/match/2019/10758
2019,MATCH 54,"M. Chinnaswamy Stadium, Bengaluru","MAY, SAT 4 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 4 WICKETS,Royal Challengers Bangalore 178/6 (19.2 OV),Sunrisers Hyderabad 175/7 (20 OV ),https://www.iplt20.com/match/2019/10757
2019,MATCH 53,"Arun Jaitley Stadium, Delhi","MAY, SAT 4 , 4:00 pm IST",DELHI CAPITALS WON BY 5 WICKETS,Delhi Capitals 121/5 (16.1 OV),Rajasthan Royals 115/9 (20 OV ),https://www.iplt20.com/match/2019/10756
2019,MATCH 52,"IS Bindra Stadium, Mohali","MAY, FRI 3 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 7 WICKETS,Punjab Kings 183/6 (20 OV),Kolkata Knight Riders 185/3 (18 OV ),https://www.iplt20.com/match/2019/10755
2019,MATCH 51,"Wankhede Stadium, Mumbai","MAY, THU 2 , 8:00 pm IST",MATCH TIED (MUMBAI INDIANS WON THE SUPER OVER),Mumbai Indians 162/5 (20 OV),Sunrisers Hyderabad 162/6 (20 OV ),https://www.iplt20.com/match/2019/10754
2019,MATCH 50,"M. A. Chidambaram Stadium, Chennai","MAY, WED 1 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 80 RUNS,Chennai Super Kings 179/4 (20 OV),Delhi Capitals 99 (16.2 OV ),https://www.iplt20.com/match/2019/10753
2019,MATCH 49,"M. Chinnaswamy Stadium, Bengaluru","APR, TUE 30 , 8:00 pm IST",NO RESULT,Royal Challengers Bangalore 62/7 (5 OV),Rajasthan Royals 41/1 (3.2 OV ),https://www.iplt20.com/match/2019/10752
2019,FINAL,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, MON 29 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 45 RUNS,Sunrisers Hyderabad 212/6 (20 OV),Punjab Kings 167/8 (20 OV ),https://www.iplt20.com/match/2019/10751
2019,MATCH 47,"Eden Gardens, Kolkata","APR, SUN 28 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 34 RUNS,Kolkata Knight Riders 232/2 (20 OV),Mumbai Indians 198/7 (20 OV ),https://www.iplt20.com/match/2019/10750
2019,MATCH 46,"Arun Jaitley Stadium, Delhi","APR, SUN 28 , 4:00 pm IST",DELHI CAPITALS WON BY 16 RUNS,Delhi Capitals 187/5 (20 OV),Royal Challengers Bangalore 171/7 (20 OV ),https://www.iplt20.com/match/2019/10749
2019,MATCH 45,"Sawai Mansingh Stadium, Jaipur","APR, SAT 27 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 7 WICKETS,Rajasthan Royals 161/3 (19.1 OV),Sunrisers Hyderabad 160/8 (20 OV ),https://www.iplt20.com/match/2019/10748
2019,MATCH 44,"M. A. Chidambaram Stadium, Chennai","APR, FRI 26 , 8:00 pm IST",MUMBAI INDIANS WON BY 46 RUNS,Chennai Super Kings 109 (17.4 OV),Mumbai Indians 155/4 (20 OV ),https://www.iplt20.com/match/2019/10747
2019,MATCH 43,"Eden Gardens, Kolkata","APR, THU 25 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 3 WICKETS,Kolkata Knight Riders 175/6 (20 OV),Rajasthan Royals 177/7 (19.2 OV ),https://www.iplt20.com/match/2019/10746
2019,MATCH 42,"M. Chinnaswamy Stadium, Bengaluru","APR, WED 24 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 17 RUNS,Royal Challengers Bangalore 202/4 (20 OV),Punjab Kings 185/7 (20 OV ),https://www.iplt20.com/match/2019/10745
2019,MATCH 41,"M. A. Chidambaram Stadium, Chennai","APR, TUE 23 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 6 WICKETS,Chennai Super Kings 176/4 (19.5 OV),Sunrisers Hyderabad 175/3 (20 OV ),https://www.iplt20.com/match/2019/10744
2019,MATCH 40,"Sawai Mansingh Stadium, Jaipur","APR, MON 22 , 8:00 pm IST",DELHI CAPITALS WON BY 6 WICKETS,Rajasthan Royals 191/6 (20 OV),Delhi Capitals 193/4 (19.2 OV ),https://www.iplt20.com/match/2019/10743
2019,MATCH 39,"M. Chinnaswamy Stadium, Bengaluru","APR, SUN 21 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 1 RUN,Royal Challengers Bangalore 161/7 (20 OV),Chennai Super Kings 160/8 (20 OV ),https://www.iplt20.com/match/2019/10742
2019,MATCH 38,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, SUN 21 , 4:00 pm IST",SUNRISERS HYDERABAD WON BY 9 WICKETS,Sunrisers Hyderabad 161/1 (15 OV),Kolkata Knight Riders 159/8 (20 OV ),https://www.iplt20.com/match/2019/10741
2019,MATCH 37,"Arun Jaitley Stadium, Delhi","APR, SAT 20 , 8:00 pm IST",DELHI CAPITALS WON BY 5 WICKETS,Delhi Capitals 166/5 (19.4 OV),Punjab Kings 163/7 (20 OV ),https://www.iplt20.com/match/2019/10740
2019,MATCH 36,"Sawai Mansingh Stadium, Jaipur","APR, SAT 20 , 4:00 pm IST",RAJASTHAN ROYALS WON BY 5 WICKETS,Rajasthan Royals 162/5 (19.1 OV),Mumbai Indians 161/5 (20 OV ),https://www.iplt20.com/match/2019/10739
2019,MATCH 35,"Eden Gardens, Kolkata","APR, FRI 19 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 10 RUNS,Kolkata Knight Riders 203/5 (20 OV),Royal Challengers Bangalore 213/4 (20 OV ),https://www.iplt20.com/match/2019/10738
2019,MATCH 34,"Arun Jaitley Stadium, Delhi","APR, THU 18 , 8:00 pm IST",MUMBAI INDIANS WON BY 40 RUNS,Delhi Capitals 128/9 (20 OV),Mumbai Indians 168/5 (20 OV ),https://www.iplt20.com/match/2019/10737
2019,MATCH 33,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, WED 17 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 6 WICKETS,Sunrisers Hyderabad 137/4 (16.5 OV),Chennai Super Kings 132/5 (20 OV ),https://www.iplt20.com/match/2019/10736
2019,MATCH 32,"IS Bindra Stadium, Mohali","APR, TUE 16 , 8:00 pm IST",PUNJAB KINGS WON BY 12 RUNS,Punjab Kings 182/6 (20 OV),Rajasthan Royals 170/7 (20 OV ),https://www.iplt20.com/match/2019/10735
2019,MATCH 31,"Wankhede Stadium, Mumbai","APR, MON 15 , 8:00 pm IST",MUMBAI INDIANS WON BY 5 WICKETS,Mumbai Indians 172/5 (19 OV),Royal Challengers Bangalore 171/7 (20 OV ),https://www.iplt20.com/match/2019/10734
2019,MATCH 30,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, SUN 14 , 8:00 pm IST",DELHI CAPITALS WON BY 39 RUNS,Sunrisers Hyderabad 116 (18.5 OV),Delhi Capitals 155/7 (20 OV ),https://www.iplt20.com/match/2019/10733
2019,MATCH 29,"Eden Gardens, Kolkata","APR, SUN 14 , 4:00 pm IST",CHENNAI SUPER KINGS WON BY 5 WICKETS,Kolkata Knight Riders 161/8 (20 OV),Chennai Super Kings 162/5 (19.4 OV ),https://www.iplt20.com/match/2019/10732
2019,MATCH 28,"IS Bindra Stadium, Mohali","APR, SAT 13 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 8 WICKETS,Punjab Kings 173/4 (20 OV),Royal Challengers Bangalore 174/2 (19.2 OV ),https://www.iplt20.com/match/2019/10731
2019,MATCH 27,"Wankhede Stadium, Mumbai","APR, SAT 13 , 4:00 pm IST",RAJASTHAN ROYALS WON BY 4 WICKETS,Mumbai Indians 187/5 (20 OV),Rajasthan Royals 188/6 (19.3 OV ),https://www.iplt20.com/match/2019/10730
2019,MATCH 26,"Eden Gardens, Kolkata","APR, FRI 12 , 8:00 pm IST",DELHI CAPITALS WON BY 7 WICKETS,Kolkata Knight Riders 178/7 (20 OV),Delhi Capitals 180/3 (18.5 OV ),https://www.iplt20.com/match/2019/10729
2019,MATCH 25,"Sawai Mansingh Stadium, Jaipur","APR, THU 11 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 4 WICKETS,Rajasthan Royals 151/7 (20 OV),Chennai Super Kings 155/6 (20 OV ),https://www.iplt20.com/match/2019/10728
2019,MATCH 24,"Wankhede Stadium, Mumbai","APR, WED 10 , 8:00 pm IST",MUMBAI INDIANS WON BY 3 WICKETS,Mumbai Indians 198/7 (20 OV),Punjab Kings 197/4 (20 OV ),https://www.iplt20.com/match/2019/10727
2019,MATCH 23,"M. A. Chidambaram Stadium, Chennai","APR, TUE 9 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 7 WICKETS,Chennai Super Kings 111/3 (17.2 OV),Kolkata Knight Riders 108/9 (20 OV ),https://www.iplt20.com/match/2019/10726
2019,MATCH 22,"IS Bindra Stadium, Mohali","APR, MON 8 , 8:00 pm IST",PUNJAB KINGS WON BY 6 WICKETS,Punjab Kings 151/4 (19.5 OV),Sunrisers Hyderabad 150/4 (20 OV ),https://www.iplt20.com/match/2019/10725
2019,MATCH 21,"Sawai Mansingh Stadium, Jaipur","APR, SUN 7 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 8 WICKETS,Rajasthan Royals 139/3 (20 OV),Kolkata Knight Riders 140/2 (13.5 OV ),https://www.iplt20.com/match/2019/10724
2019,MATCH 20,"M. Chinnaswamy Stadium, Bengaluru","APR, SUN 7 , 4:00 pm IST",DELHI CAPITALS WON BY 4 WICKETS,Royal Challengers Bangalore 149/8 (20 OV),Delhi Capitals 152/6 (18.5 OV ),https://www.iplt20.com/match/2019/10723
2019,MATCH 19,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, SAT 6 , 8:00 pm IST",MUMBAI INDIANS WON BY 40 RUNS,Sunrisers Hyderabad 96 (17.4 OV),Mumbai Indians 136/7 (20 OV ),https://www.iplt20.com/match/2019/10722
2019,MATCH 18,"M. A. Chidambaram Stadium, Chennai","APR, SAT 6 , 4:00 pm IST",CHENNAI SUPER KINGS WON BY 22 RUNS,Chennai Super Kings 160/3 (20 OV),Punjab Kings 138/5 (20 OV ),https://www.iplt20.com/match/2019/10721
2019,MATCH 17,"M. Chinnaswamy Stadium, Bengaluru","APR, FRI 5 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 5 WICKETS,Royal Challengers Bangalore 205/3 (20 OV),Kolkata Knight Riders 206/5 (19.1 OV ),https://www.iplt20.com/match/2019/10720
2019,MATCH 16,"Arun Jaitley Stadium, Delhi","APR, THU 4 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 5 WICKETS,Delhi Capitals 129/8 (20 OV),Sunrisers Hyderabad 131/5 (18.3 OV ),https://www.iplt20.com/match/2019/10719
2019,MATCH 15,"Wankhede Stadium, Mumbai","APR, WED 3 , 8:00 pm IST",MUMBAI INDIANS WON BY 37 RUNS,Mumbai Indians 170/5 (20 OV),Chennai Super Kings 133/8 (20 OV ),https://www.iplt20.com/match/2019/10718
2019,MATCH 14,"Sawai Mansingh Stadium, Jaipur","APR, TUE 2 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 7 WICKETS,Rajasthan Royals 164/3 (19.5 OV),Royal Challengers Bangalore 158/4 (20 OV ),https://www.iplt20.com/match/2019/10717
2019,MATCH 13,"IS Bindra Stadium, Mohali","APR, MON 1 , 8:00 pm IST",PUNJAB KINGS WON BY 14 RUNS,Punjab Kings 166/9 (20 OV),Delhi Capitals 152 (19.2 OV ),https://www.iplt20.com/match/2019/10716
2019,MATCH 12,"M. A. Chidambaram Stadium, Chennai","MAR, SUN 31 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 8 RUNS,Chennai Super Kings 175/5 (20 OV),Rajasthan Royals 167/8 (20 OV ),https://www.iplt20.com/match/2019/10715
2019,MATCH 11,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAR, SUN 31 , 4:00 pm IST",SUNRISERS HYDERABAD WON BY 118 RUNS,Sunrisers Hyderabad 231/2 (20 OV),Royal Challengers Bangalore 113 (19.5 OV ),https://www.iplt20.com/match/2019/10714
2019,MATCH 10,"Arun Jaitley Stadium, Delhi","MAR, SAT 30 , 8:00 pm IST",MATCH TIED (DELHI CAPITALS WON THE SUPER OVER),Delhi Capitals 185/6 (20 OV),Kolkata Knight Riders 185/8 (20 OV ),https://www.iplt20.com/match/2019/10713
2019,MATCH 9,"IS Bindra Stadium, Mohali","MAR, SAT 30 , 4:00 pm IST",PUNJAB KINGS WON BY 8 WICKETS,Punjab Kings 177/2 (18.4 OV),Mumbai Indians 176/7 (20 OV ),https://www.iplt20.com/match/2019/10712
2019,MATCH 8,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAR, FRI 29 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 5 WICKETS,Sunrisers Hyderabad 201/5 (19 OV),Rajasthan Royals 198/2 (20 OV ),https://www.iplt20.com/match/2019/10711
2019,MATCH 7,"M. Chinnaswamy Stadium, Bengaluru","MAR, THU 28 , 8:00 pm IST",MUMBAI INDIANS WON BY 6 RUNS,Royal Challengers Bangalore 181/5 (20 OV),Mumbai Indians 187/8 (20 OV ),https://www.iplt20.com/match/2019/10710
2019,MATCH 6,"Eden Gardens, Kolkata","MAR, WED 27 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 28 RUNS,Kolkata Knight Riders 218/4 (20 OV),Punjab Kings 190/4 (20 OV ),https://www.iplt20.com/match/2019/10709
2019,MATCH 5,"Arun Jaitley Stadium, Delhi","MAR, TUE 26 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 6 WICKETS,Delhi Capitals 147/6 (20 OV),Chennai Super Kings 150/4 (19.4 OV ),https://www.iplt20.com/match/2019/10708
2019,MATCH 4,"Sawai Mansingh Stadium, Jaipur","MAR, MON 25 , 8:00 pm IST",PUNJAB KINGS WON BY 14 RUNS,Rajasthan Royals 170/9 (20 OV),Punjab Kings 184/4 (20 OV ),https://www.iplt20.com/match/2019/10707
2019,MATCH 3,"Wankhede Stadium, Mumbai","MAR, SUN 24 , 8:00 pm IST",DELHI CAPITALS WON BY 37 RUNS,Mumbai Indians 176/9 (19.2 OV),Delhi Capitals 213/6 (20 OV ),https://www.iplt20.com/match/2019/10706
2019,MATCH 2,"Eden Gardens, Kolkata","MAR, SUN 24 , 4:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 6 WICKETS,Kolkata Knight Riders 183/4 (19.4 OV),Sunrisers Hyderabad 181/3 (20 OV ),https://www.iplt20.com/match/2019/10705
2019,MATCH 1,"M. A. Chidambaram Stadium, Chennai","MAR, SAT 23 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 7 WICKETS,Chennai Super Kings 71/3 (17.4 OV),Royal Challengers Bangalore 70 (17.1 OV ),https://www.iplt20.com/match/2019/10704
2020,MATCH 60,"Dubai International Cricket Stadium, Dubai","NOV, TUE 10 , 07:30 PM IST",MUMBAI INDIANS WON BY 5 WICKETS,Mumbai Indians 157/5 (18.4 OV),Delhi Capitals 156/7 (20 OV ),https://www.iplt20.com/match/2020/10831
2020,MATCH 59,"Sheikh Zayed Cricket Stadium, Abu Dhabi","NOV, SUN 8 , 07:30 PM IST",DELHI CAPITALS WON BY 17 RUNS,Delhi Capitals 189/3 (20 OV),Sunrisers Hyderabad 172/8 (20 OV ),https://www.iplt20.com/match/2020/10829
2020,MATCH 58,"Sheikh Zayed Cricket Stadium, Abu Dhabi","NOV, FRI 6 , 07:30 PM IST",SUNRISERS HYDERABAD WON BY 6 WICKETS,Sunrisers Hyderabad 132/4 (19.4 OV),Royal Challengers Bangalore 131/7 (20 OV ),https://www.iplt20.com/match/2020/10827
2020,MATCH 57,"Dubai International Cricket Stadium, Dubai","NOV, THU 5 , 07:30 PM IST",MUMBAI INDIANS WON BY 57 RUNS,Mumbai Indians 200/5 (20 OV),Delhi Capitals 143/8 (20 OV ),https://www.iplt20.com/match/2020/10826
2020,MATCH 56,"Sharjah Cricket Stadium, Sharjah","NOV, TUE 3 , 07:30 PM IST",SUNRISERS HYDERABAD WON BY 10 WICKETS,Sunrisers Hyderabad 151/0 (17.1 OV),Mumbai Indians 149/8 (20 OV ),https://www.iplt20.com/match/2020/10823
2020,MATCH 55,"Sheikh Zayed Cricket Stadium, Abu Dhabi","NOV, MON 2 , 07:30 PM IST",DELHI CAPITALS WON BY 6 WICKETS,Delhi Capitals 154/4 (19 OV),Royal Challengers Bangalore 152/7 (20 OV ),https://www.iplt20.com/match/2020/10822
2020,MATCH 54,"Dubai International Cricket Stadium, Dubai","NOV, SUN 1 , 07:30 PM IST",KOLKATA KNIGHT RIDERS WON BY 60 RUNS,Kolkata Knight Riders 191/7 (20 OV),Rajasthan Royals 131/9 (20 OV ),https://www.iplt20.com/match/2020/10821
2020,MATCH 53,"Sheikh Zayed Cricket Stadium, Abu Dhabi","NOV, SUN 1 , 03:30 PM IST",CHENNAI SUPER KINGS WON BY 9 WICKETS,Chennai Super Kings 154/1 (18.5 OV),Punjab Kings 153/6 (20 OV ),https://www.iplt20.com/match/2020/10820
2020,MATCH 52,"Sharjah Cricket Stadium, Sharjah","OCT, SAT 31 , 07:30 PM IST",SUNRISERS HYDERABAD WON BY 5 WICKETS,Royal Challengers Bangalore 120/7 (20 OV),Sunrisers Hyderabad 121/5 (14.1 OV ),https://www.iplt20.com/match/2020/10819
2020,MATCH 51,"Dubai International Cricket Stadium, Dubai","OCT, SAT 31 , 03:30 PM IST",MUMBAI INDIANS WON BY 9 WICKETS,Delhi Capitals 110/9 (20 OV),Mumbai Indians 111/1 (14.2 OV ),https://www.iplt20.com/match/2020/10818
2020,MATCH 50,"Sheikh Zayed Cricket Stadium, Abu Dhabi","OCT, FRI 30 , 07:30 PM IST",RAJASTHAN ROYALS WON BY 7 WICKETS,Punjab Kings 185/4 (20 OV),Rajasthan Royals 186/3 (17.3 OV ),https://www.iplt20.com/match/2020/10817
2020,MATCH 49,"Dubai International Cricket Stadium, Dubai","OCT, THU 29 , 07:30 PM IST",CHENNAI SUPER KINGS WON BY 6 WICKETS,Chennai Super Kings 178/4 (20 OV),Kolkata Knight Riders 172/5 (20 OV ),https://www.iplt20.com/match/2020/10816
2020,FINAL,"Sheikh Zayed Cricket Stadium, Abu Dhabi","OCT, WED 28 , 07:30 PM IST",MUMBAI INDIANS WON BY 5 WICKETS,Mumbai Indians 166/5 (19.1 OV),Royal Challengers Bangalore 164/6 (20 OV ),https://www.iplt20.com/match/2020/10815
2020,MATCH 47,"Dubai International Cricket Stadium, Dubai","OCT, TUE 27 , 07:30 PM IST",SUNRISERS HYDERABAD WON BY 88 RUNS,Sunrisers Hyderabad 219/2 (20 OV),Delhi Capitals 131 (19 OV ),https://www.iplt20.com/match/2020/10814
2020,MATCH 46,"Sharjah Cricket Stadium, Sharjah","OCT, MON 26 , 07:30 PM IST",PUNJAB KINGS WON BY 8 WICKETS,Kolkata Knight Riders 149/9 (20 OV),Punjab Kings 150/2 (18.5 OV ),https://www.iplt20.com/match/2020/10813
2020,MATCH 45,"Sheikh Zayed Cricket Stadium, Abu Dhabi","OCT, SUN 25 , 07:30 PM IST",RAJASTHAN ROYALS WON BY 8 WICKETS,Rajasthan Royals 196/2 (18.2 OV),Mumbai Indians 195/5 (20 OV ),https://www.iplt20.com/match/2020/10812
2020,MATCH 44,"Dubai International Cricket Stadium, Dubai","OCT, SUN 25 , 03:30 PM IST",CHENNAI SUPER KINGS WON BY 8 WICKETS,Royal Challengers Bangalore 145/6 (20 OV),Chennai Super Kings 150/2 (18.4 OV ),https://www.iplt20.com/match/2020/10811
2020,MATCH 43,"Dubai International Cricket Stadium, Dubai","OCT, SAT 24 , 07:30 PM IST",PUNJAB KINGS WON BY 12 RUNS,Punjab Kings 126/7 (20 OV),Sunrisers Hyderabad 114 (19.5 OV ),https://www.iplt20.com/match/2020/10810
2020,MATCH 42,"Sheikh Zayed Cricket Stadium, Abu Dhabi","OCT, SAT 24 , 03:30 PM IST",KOLKATA KNIGHT RIDERS WON BY 59 RUNS,Kolkata Knight Riders 194/6 (20 OV),Delhi Capitals 135/9 (20 OV ),https://www.iplt20.com/match/2020/10809
2020,MATCH 41,"Sharjah Cricket Stadium, Sharjah","OCT, FRI 23 , 07:30 PM IST",MUMBAI INDIANS WON BY 10 WICKETS,Chennai Super Kings 114/9 (20 OV),Mumbai Indians 116/0 (12.2 OV ),https://www.iplt20.com/match/2020/10808
2020,MATCH 40,"Dubai International Cricket Stadium, Dubai","OCT, THU 22 , 07:30 PM IST",SUNRISERS HYDERABAD WON BY 8 WICKETS,Rajasthan Royals 154/6 (20 OV),Sunrisers Hyderabad 156/2 (18.1 OV ),https://www.iplt20.com/match/2020/10807
2020,MATCH 39,"Sheikh Zayed Cricket Stadium, Abu Dhabi","OCT, WED 21 , 07:30 PM IST",ROYAL CHALLENGERS BANGALORE WON BY 8 WICKETS,Kolkata Knight Riders 84/8 (20 OV),Royal Challengers Bangalore 85/2 (13.3 OV ),https://www.iplt20.com/match/2020/10806
2020,MATCH 38,"Dubai International Cricket Stadium, Dubai","OCT, TUE 20 , 07:30 PM IST",PUNJAB KINGS WON BY 5 WICKETS,Punjab Kings 167/5 (19 OV),Delhi Capitals 164/5 (20 OV ),https://www.iplt20.com/match/2020/10805
2020,MATCH 37,"Sheikh Zayed Cricket Stadium, Abu Dhabi","OCT, MON 19 , 07:30 PM IST",RAJASTHAN ROYALS WON BY 7 WICKETS,Chennai Super Kings 125/5 (20 OV),Rajasthan Royals 126/3 (17.3 OV ),https://www.iplt20.com/match/2020/10804
2020,MATCH 36,"Dubai International Cricket Stadium, Dubai","OCT, SUN 18 , 07:30 PM IST",MATCH TIED (KINGS XI PUNJAB WON ON SECOND SUPER OVER),Mumbai Indians 176/6 (20 OV),Punjab Kings 176/6 (20 OV ),https://www.iplt20.com/match/2020/10803
